Public_ID	Family_ID	Zygosity	Sex	Duplicate	OtherTwin	NRD	nSNPs	Depth	Singletons	TsTv	Discord	Het	HomAlt	NumRelationsIBD0125	PiHat0125	PCAfail	SexCheck	ALSPAC_Pop_Strat_QC	ALSPAC_Relatedness_QC	ALSPAC_Other_QC	PhenoNum	SeqQCPass	PopQCPass	RelQCPass	CotwinQCPass	DuplicateQCPass	Pass
UK10K_ALS5087299	NA	NA	male	NA	NA	0.324	3381227	6	5117	2.091	0.1	23.95	12.64	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087300	NA	NA	male	NA	NA	0.345	3380597	6.091	4957	2.09	0.1	24.27	12.55	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087301	NA	NA	male	NA	NA	0.522	3429758	5.909	11771	2.095	0.1	22.82	12.84	0	NA	NA	NA	Failed_QC	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5087302	NA	NA	male	NA	NA	0.32	3383543	6.773	5607	2.092	0.3	23.02	12.55	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087303	NA	NA	male	NA	NA	0.434	3388295	5	4351	2.092	0.3	23.25	12.9	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_ALS5087304	NA	NA	male	NA	NA	0.365	3403399	6.045	11703	2.094	0.3	22.43	12.34	0	NA	NA	NA	NA	NA	NA	22	yes	yes	yes	yes	yes	yes
UK10K_ALS5087305	NA	NA	male	NA	NA	0.342	3393311	5.909	5310	2.092	0.2	22.7	12.74	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087306	NA	NA	male	NA	NA	0.283	3391843	6.227	5727	2.092	0.2	24.17	11.72	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087307	NA	NA	male	NA	NA	0.396	3372383	5	4674	2.092	0.2	22.33	12.66	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5087308	NA	NA	male	NA	NA	0.415	3413996	6.364	13756	2.095	0.3	23.39	12.58	0	NA	NA	NA	Failed_QC	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087309	NA	NA	male	NA	NA	0.471	3387879	5	5074	2.092	0.3	23.45	13.24	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087310	NA	NA	male	NA	NA	0.398	3391846	5.909	5865	2.093	0.2	22.37	13.12	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087311	NA	NA	male	NA	NA	0.369	3363868	5	4287	2.092	0.3	23.71	11.7	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5087312	NA	NA	male	NA	NA	0.359	3401914	5	4785	2.093	0.2	22.96	13.16	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5087313	NA	NA	male	NA	NA	0.361	3387339	5.955	5211	2.093	0.1	23.7	12.85	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087314	NA	NA	male	NA	NA	0.372	3397897	6	6539	2.092	0.4	23.6	12.8	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087315	NA	NA	male	NA	NA	0.33	3384047	5.955	5114	2.093	0.2	21.84	12.71	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5087316	NA	NA	male	NA	NA	0.38	3396882	6	7889	2.096	0.3	23.32	12.21	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087317	NA	NA	male	NA	NA	0.362	3386507	5.864	5253	2.093	0.3	22.53	12.58	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_ALS5087318	NA	NA	male	NA	NA	0.292	3389128	6.727	5468	2.093	0.2	24.88	12.11	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087319	NA	NA	male	NA	NA	0.341	3384010	6	5408	2.096	0.2	22.46	13.06	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087320	NA	NA	male	NA	NA	0.336	3388996	6	5257	2.092	0.2	22.09	13.28	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_ALS5087321	NA	NA	male	NA	NA	0.345	3394517	5.045	5752	2.092	0.3	22.95	13.49	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5087322	NA	NA	male	NA	NA	0.313	3405735	6	5375	2.094	0.1	24.43	12.17	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087323	NA	NA	male	NA	NA	0.388	3391877	5	5098	2.093	0.3	23.81	13.16	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_ALS5087324	NA	NA	male	NA	NA	0.434	3400857	6	8153	2.093	0.3	23.89	12.57	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5087325	NA	NA	male	NA	NA	0.414	3385108	5	4173	2.093	0.3	22.69	12.41	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5087327	NA	NA	male	NA	NA	0.33	3402619	6	5574	2.093	0.2	23.77	12.81	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5087328	NA	NA	male	NA	NA	0.367	3396045	5.909	4969	2.095	0.2	24.02	12.12	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5087329	NA	NA	male	NA	NA	0.418	3380275	5.955	5419	2.092	0.3	22.79	12.74	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087330	NA	NA	male	NA	NA	0.376	3375415	5.773	4577	2.093	0.1	22.71	12.11	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5087331	NA	NA	male	NA	NA	0.382	3384229	5.773	5162	2.094	0.2	23.32	12.31	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_ALS5087332	NA	NA	male	NA	NA	0.487	3376392	5	4225	2.091	0.3	23.99	12.99	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087333	NA	NA	male	NA	NA	0.456	3411351	5.818	10319	2.096	0.4	23.38	12.36	0	NA	NA	NA	Failed_QC	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087334	NA	NA	male	NA	NA	0.41	3396549	5.773	4941	2.092	0.4	24.12	12.01	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_ALS5087335	NA	NA	male	NA	NA	0.354	3395739	5.909	5735	2.094	0.2	23.48	12.28	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087336	NA	NA	male	NA	NA	0.442	3400302	5.773	4771	2.091	0.2	23.84	11.65	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_ALS5087337	NA	NA	male	NA	NA	0.427	3398481	5.955	9140	2.091	0.2	23.34	12.7	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_ALS5087338	NA	NA	male	NA	NA	0.482	3431166	5	12875	2.094	0.2	23.17	13.2	0	NA	NA	NA	Failed_QC	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5087339	NA	NA	male	NA	NA	0.363	3421846	6	8394	2.092	0.3	24.59	12.35	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087340	NA	NA	male	NA	NA	0.383	3371138	5	4579	2.094	0.2	24.33	12.1	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5087341	NA	NA	male	NA	NA	0.325	3397113	6.636	6184	2.092	0.2	24.04	11.97	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_ALS5087342	NA	NA	male	NA	NA	0.32	3402528	6	6341	2.092	0.1	24.04	13.14	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087343	NA	NA	male	NA	NA	0.295	3388575	6.818	5824	2.093	0.2	23.76	12.05	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087344	NA	NA	male	NA	NA	0.356	3385898	5.909	5242	2.089	0.2	22.66	12.91	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087345	NA	NA	male	NA	NA	0.337	3390770	5.955	5815	2.095	0.2	22.32	13	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087346	NA	NA	male	NA	NA	0.303	3384312	6.773	5248	2.089	0.2	23.63	12.84	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5087347	NA	NA	male	NA	NA	0.296	3410097	6.864	6350	2.095	0.2	22.85	12.09	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5087348	NA	NA	male	NA	NA	0.371	3392282	5	4486	2.094	0.3	24.53	11.42	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5087349	NA	NA	male	NA	NA	0.38	3393071	6	5548	2.091	0.3	23.18	12.23	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5087350	NA	NA	male	NA	NA	0.889	3474418	5	25782	2.095	0.2	24.22	11.83	0	NA	yes	NA	Failed_QC	NA	NA	27	yes	no	yes	yes	yes	no
UK10K_ALS5087351	NA	NA	male	NA	NA	0.31	3398283	6	7545	2.093	0.1	23.77	12.93	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087352	NA	NA	male	NA	NA	0.393	3376431	4.909	4048	2.092	0.3	22.46	11.98	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5087353	NA	NA	male	NA	NA	0.278	3384007	6.273	5807	2.091	0.2	22.19	12.44	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5087354	NA	NA	male	NA	NA	0.284	3408729	6.045	5629	2.096	0.2	24.97	11.9	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5087355	NA	NA	male	NA	NA	0.357	3386608	5.909	4791	2.088	0.1	22.59	12.35	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5087356	NA	NA	male	NA	NA	0.382	3379480	5.909	4426	2.093	0.3	24.44	12.4	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5087357	NA	NA	male	NA	NA	0.277	3395458	6.864	5518	2.091	0.2	23.61	11.86	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5087358	NA	NA	male	NA	NA	0.329	3372959	5.955	5099	2.093	0.2	24.03	12.35	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5087359	NA	NA	male	NA	NA	0.313	3381352	6	5010	2.09	0.1	24.83	12.13	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227330	NA	NA	male	NA	NA	0.368	3378444	5.864	5202	2.09	0.3	24.21	12.02	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5227331	NA	NA	male	NA	NA	0.262	3394619	7.409	5782	2.093	0.2	23.84	11.96	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227332	NA	NA	male	NA	NA	0.388	3375567	5	4801	2.091	0.2	22.75	12.36	0	NA	NA	NA	NA	NA	NA	15	yes	yes	yes	yes	yes	yes
UK10K_ALS5227333	NA	NA	male	NA	NA	0.28	3398904	6.727	5485	2.089	0.2	22.24	13.39	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5227334	NA	NA	male	NA	NA	0.393	3408682	6	8310	2.093	0.1	23.78	11.84	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5227335	NA	NA	male	NA	NA	0.364	3421623	7.318	15456	2.091	0.3	23.2	12.61	0	NA	NA	NA	Failed_QC	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5227336	NA	NA	male	NA	NA	0.306	3400369	6	5073	2.094	0.2	23.83	11.83	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_ALS5227337	NA	NA	male	NA	NA	0.35	3409152	7	9821	2.092	0.2	24.84	11.89	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5227338	NA	NA	male	NA	NA	0.31	3381066	6	5249	2.092	0.1	24.27	12.52	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227339	NA	NA	male	NA	NA	0.302	3399400	6.227	5633	2.091	0.3	23.1	12.49	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5227340	NA	NA	male	NA	NA	0.32	3374434	5.909	4851	2.094	0.1	24.95	12.07	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227341	NA	NA	male	NA	NA	0.918	3553637	6.818	50360	2.097	0.3	23.67	12.61	0	NA	yes	NA	Failed_QC	NA	NA	28	yes	no	yes	yes	yes	no
UK10K_ALS5227342	NA	NA	male	NA	NA	0.31	3386851	6	5062	2.091	0.2	23.56	12.18	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227343	NA	NA	male	NA	NA	0.273	3418495	6.636	5721	2.093	0.1	22.52	13.53	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227346	NA	NA	male	NA	NA	0.332	3376484	6	4869	2.091	0.1	22.69	12.29	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227347	NA	NA	male	NA	NA	0.554	3438663	5.045	14411	2.092	0.3	22.91	12.97	0	NA	yes	NA	Failed_QC	NA	NA	28	yes	no	yes	yes	yes	no
UK10K_ALS5227348	NA	NA	male	NA	NA	0.541	3455838	6.091	23351	2.095	0.5	25.51	11.74	0	NA	yes	NA	Failed_QC	NA	NA	27	yes	no	yes	yes	yes	no
UK10K_ALS5227349	NA	NA	male	NA	NA	0.331	3374045	5.955	5187	2.091	0.2	23.83	12.08	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5227350	NA	NA	male	NA	NA	0.384	3395312	5.682	4510	2.094	0.3	24.46	12.63	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227351	NA	NA	male	NA	NA	0.309	3397049	6	5178	2.089	0.2	23.06	12.72	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5227353	NA	NA	male	NA	NA	0.279	3397444	6.727	5852	2.09	0.2	23.51	12.52	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5227354	NA	NA	male	NA	NA	0.247	3403186	7.227	6318	2.091	0.1	23.97	12.81	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227357	NA	NA	male	NA	NA	0.215	3398384	8	7295	2.092	0.1	23.67	12.56	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_ALS5227358	NA	NA	male	NA	NA	0.26	3376615	7	6066	2.092	0.3	24.54	12.33	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227359	NA	NA	male	NA	NA	0.353	3376156	5.364	4562	2.095	0.1	24.02	12.05	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_ALS5227362	NA	NA	male	NA	NA	0.277	3380766	6.045	4820	2.092	0.2	24.64	11.71	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_ALS5227364	NA	NA	male	NA	NA	0.363	3391382	5	3869	2.092	0.2	23.69	12.35	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5227365	NA	NA	male	NA	NA	0.307	3402938	5.955	5082	2.091	0.2	23.17	12.52	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227366	NA	NA	male	NA	NA	0.365	3400074	6	5003	2.093	0.3	23.9	12.67	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5227368	NA	NA	male	NA	NA	0.294	3397893	6	5323	2.091	0.2	23.32	12.73	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227369	NA	NA	male	NA	NA	0.314	3390608	6	5066	2.091	0.2	22.63	12.4	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_ALS5227370	NA	NA	male	NA	NA	0.355	3374509	5.818	4581	2.094	0.2	22.92	12.87	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_ALS5227371	NA	NA	male	NA	NA	0.252	3402672	8	8053	2.094	0.1	22.72	12.71	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227372	NA	NA	male	NA	NA	0.376	3390645	5.909	5123	2.09	0.2	24.47	12.71	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_ALS5227373	NA	NA	male	NA	NA	0.439	3386045	5	6232	2.094	0.2	23.31	12.03	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227375	NA	NA	male	NA	NA	0.275	3386465	6.955	5826	2.094	0.2	23.31	13.26	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227376	NA	NA	male	NA	NA	0.405	3364519	4.955	4356	2.091	0.3	22.92	12.13	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_ALS5227377	NA	NA	male	NA	NA	0.365	3397436	6	6113	2.091	0.2	23.48	12.09	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227378	NA	NA	male	NA	NA	0.344	3386158	5.955	4687	2.092	0.2	22.37	13.32	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_ALS5227379	NA	NA	male	NA	NA	0.262	3394654	7	5419	2.093	0.2	22.81	12.55	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227380	NA	NA	male	NA	NA	0.404	3376657	4.909	3934	2.093	0.3	23.84	11.68	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_ALS5227381	NA	NA	male	NA	NA	0.275	3392030	6.955	6028	2.093	0.2	25.04	12.37	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5227382	NA	NA	male	NA	NA	0.297	3381120	6.909	5778	2.094	0.2	23.84	13.07	0	NA	NA	NA	NA	NA	NA	15	yes	yes	yes	yes	yes	yes
UK10K_ALS5227383	NA	NA	male	NA	NA	0.308	3378604	6.818	6563	2.093	0.2	22.52	12.88	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5227384	NA	NA	male	NA	NA	0.294	3381319	6.955	6034	2.095	0.2	23.7	13.16	0	NA	NA	NA	NA	NA	NA	18	yes	yes	yes	yes	yes	yes
UK10K_ALS5227385	NA	NA	male	NA	NA	0.334	3428876	6.955	10704	2.092	0.2	23.18	12.51	0	NA	NA	NA	Failed_QC	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_ALS5227386	NA	NA	male	NA	NA	0.298	3383039	6.364	5701	2.092	0.1	23.43	13.25	0	NA	NA	NA	NA	NA	NA	16	yes	yes	yes	yes	yes	yes
UK10K_ALS5227387	NA	NA	male	NA	NA	0.324	3405647	7	8607	2.092	0.2	22.9	12.29	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5227388	NA	NA	male	NA	NA	0.432	3418376	6	9500	2.095	0.3	23.98	12.41	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5227389	NA	NA	male	NA	NA	0.292	3384343	7	6618	2.092	0.1	23.24	12.56	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_ALS5227390	NA	NA	male	NA	NA	0.34	3393467	6	5855	2.093	0.3	23.48	11.61	0	NA	NA	NA	NA	NA	NA	11	yes	yes	yes	yes	yes	yes
UK10K_ALS5227391	NA	NA	male	NA	NA	0.312	3384252	6.591	5161	2.09	0.2	23.67	12.53	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_ALS5227392	NA	NA	male	NA	NA	0.317	3391186	5.909	5400	2.091	0.2	23.41	12.41	0	NA	NA	NA	NA	NA	NA	19	yes	yes	yes	yes	yes	yes
UK10K_ALS5227393	NA	NA	male	NA	NA	0.336	3379849	6	5385	2.092	0.3	22.87	13.05	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227394	NA	NA	male	NA	NA	0.271	3385936	6.955	5982	2.091	0.2	23.7	12.7	0	NA	NA	NA	NA	NA	NA	13	yes	yes	yes	yes	yes	yes
UK10K_ALS5227395	NA	NA	male	NA	NA	0.257	3385898	6.864	6219	2.093	0.2	25.09	11.39	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227397	NA	NA	male	NA	NA	0.274	3372116	7	7072	2.095	0.1	23.18	13.07	0	NA	NA	NA	NA	NA	NA	16	yes	yes	yes	yes	yes	yes
UK10K_ALS5227399	NA	NA	male	NA	NA	0.302	3388367	7	5803	2.092	0.1	22.5	12.85	0	NA	NA	NA	NA	NA	NA	22	yes	yes	yes	yes	yes	yes
UK10K_ALS5227400	NA	NA	male	NA	NA	0.284	3400537	6	5563	2.089	0.3	22.24	13.27	0	NA	NA	NA	NA	NA	NA	7	yes	yes	yes	yes	yes	yes
UK10K_ALS5227401	NA	NA	male	NA	NA	0.29	3387175	7	5430	2.091	0.3	24.02	12.22	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227402	NA	NA	male	NA	NA	0.314	3381469	6.909	5892	2.089	0.2	23.37	13.07	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5227403	NA	NA	male	NA	NA	0.307	3392293	6.818	5633	2.091	0.1	24.96	12.73	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227404	NA	NA	male	NA	NA	0.347	3384258	6	5427	2.092	0.3	22.88	12.17	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227405	NA	NA	male	NA	NA	0.273	3373683	6.182	5316	2.095	0.2	24.23	11.95	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227406	NA	NA	male	NA	NA	0.298	3384661	6	5253	2.093	0.1	22.39	13.1	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227407	NA	NA	male	NA	NA	0.262	3400683	7.045	5968	2.092	0.1	24.39	12.1	0	NA	NA	NA	NA	NA	Failed_QC	19	yes	yes	yes	yes	yes	yes
UK10K_ALS5227408	NA	NA	male	NA	NA	0.262	3373513	6.955	5865	2.091	0.1	23.03	12.5	0	NA	NA	NA	NA	NA	NA	15	yes	yes	yes	yes	yes	yes
UK10K_ALS5227409	NA	NA	male	NA	NA	0.283	3403541	6.682	5275	2.093	0.2	24.54	12.03	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5227410	NA	NA	male	NA	NA	0.318	3380385	6.636	6088	2.092	0.2	22.08	13.14	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227411	NA	NA	male	NA	NA	0.275	3413108	6.318	5672	2.093	0.2	23.14	11.91	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227412	NA	NA	male	NA	NA	0.312	3384572	6	5058	2.091	0.3	22.77	12.44	0	NA	NA	NA	NA	NA	NA	19	yes	yes	yes	yes	yes	yes
UK10K_ALS5227414	NA	NA	male	NA	NA	0.324	3404961	6	5359	2.093	0.2	23.53	12.52	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_ALS5227415	NA	NA	male	NA	NA	0.288	3396063	6.864	5164	2.092	0.3	25.37	11.6	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_ALS5227416	NA	NA	male	NA	NA	0.281	3416563	7	7080	2.09	0.2	24.29	12.02	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5227418	NA	NA	male	NA	NA	0.33	3369040	6.773	6278	2.094	0.2	24.51	11.99	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5227419	NA	NA	male	NA	NA	0.3	3369977	6.909	6046	2.092	0.2	22.73	12.36	0	NA	NA	NA	NA	NA	NA	18	yes	yes	yes	yes	yes	yes
UK10K_ALS5227421	NA	NA	male	NA	NA	0.23	3391815	8	6877	2.092	0.3	24.74	12.23	0	NA	NA	NA	NA	NA	NA	16	yes	yes	yes	yes	yes	yes
UK10K_ALS5227422	NA	NA	male	NA	NA	0.3	3379818	6.864	6121	2.093	0.1	24.28	11.83	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227423	NA	NA	male	NA	NA	0.387	3406533	6.045	7011	2.093	0.3	23.76	12.3	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5227424	NA	NA	male	NA	NA	0.314	3399035	7	6488	2.09	0.3	23.05	12.53	0	NA	NA	NA	NA	NA	NA	19	yes	yes	yes	yes	yes	yes
UK10K_ALS5227426	NA	NA	male	NA	NA	0.256	3368332	7	5984	2.091	0.1	22.58	13.14	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
UK10K_ALS5227427	NA	NA	male	NA	NA	0.247	3394640	7.955	6789	2.093	0.2	24.6	12.26	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_ALS5227428	NA	NA	male	NA	NA	0.368	3384295	5.864	4816	2.092	0.1	23.89	12.23	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
